"Name","id","Phone","Email","Website/Social Media","Neighborhood","Category","Pod","Latitude","Longitude","Address","Zip Code","Status","Special Accommodation Hours","Pickup Offered","Delivery Offered","Hours","Last Updated","Created time","Last Modified by","Source","Delivery/Pickup Notes","Admin Notes","Donate","Sub-Category","Outdoor Space","Indoor Seating","Type of Closing","SNAP/EBT"
"Lobster Joint",216,"718-389-8990",,"https://www.instagram.com/lobsterjoint/","Greenpoint","Restaurant","2",40.735386,-73.95536,"1073 Manhattan Ave.","11222","Open",,"Yes","Yes","Daily: 12pm-10pm
","2020-07-09T18:32:35.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","Delivery via Seamless.
For orders to-stay, no bathroom access.
","Donation link last checked 9/7/20
","https://www.gofundme.com/f/lobster-joint-greenpoint-staff-relief-fund","Seafood","Street Seating",,,
"Loconsolo Paints",217,"(718) 384-6595","orderswb@loconsolo.com","https://www.instagram.com/loconsolopaints/","East Williamsburg","Hardware Store",,40.71569,-73.94483,"371 Graham Ave.","11222","Open",,"Yes","Yes","Daily: 7am-3pm
","2020-05-07T13:13:52.000Z","2020-05-03T19:29:23.000Z",,,"Call or email for curbside pickup or delivery
",,,,,,,
"Loosie Rouge",218,"718-309-0231",,"https://www.instagram.com/loosierouge/","South Williamsburg","Bar","28",40.71103,-73.96489,"91 S 6th St.","11249","Closed",,,,,"2020-06-29T18:50:55.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","Side Note: Download a virtual Zoom background of the bar & donate - <https://www.virtualcheers.org/>
","Donation Link Last Checked 6/29/20
","https://www.gofundme.com/f/loosies-etiquette-employee-relief-fund",,,,"Temporary",
"Loosie's Kitchen",219,"718-309-0231",,"https://www.instagram.com/loosieskitchen/","South Williamsburg","Restaurant","28",40.71103,-73.96489,"91A S 6th St.","11249","Closed",,,,,"2020-05-06T16:52:59.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,"Donation Link Last Checked 6/29/20
","https://www.gofundme.com/f/loosies-etiquette-employee-relief-fund","American",,,"Temporary",
"Luckybird Bakery",220,,"amy@luckybirdbakes.com","luckybirdbakes.com","East Williamsburg","Bakery","21",40.707565,-73.94269,"163 Montrose Ave, Brooklyn, NY 11206","11206","Open",,"Yes","No","By Appointment Only 
","2020-05-14T18:03:57.000Z","2020-05-01T03:52:38.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Website (updated for Covid)","Special orders for pickup only via amy@luckybirdbakes.com
","Cafe is closed for walk-ins.
",,,,,,
"M & D Shapiro True Value Hardware",221,"718-782-5860","shapirohardware@truevalue.net","None","South Williamsburg","Hardware Store","28",40.710787,-73.965266,"369 Berry Street, Brooklyn NY ","11249","Open","None","Yes","Yes","Daily: 10am-5pm
","2020-10-15T17:57:53.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"Will absolutely deliver to elderly if needed. Please call.
","They are planning to be open every day but please call ahead to make sure they are open. 
",,,,,,
"M & W Laundromat (aka Corner Frenzy)",222,"718-349-9663",,,"Greenpoint","Laundromat","2",40.733123,-73.954985,"995 Manhattan Avenue, Brooklyn, NY 11222","11222","Open",,,,"Daily: 8am-8pm
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,"Greenpointers",,,,,,,,
"M.A. Surgical Supplies Inc.",223,"(718) 388-3355",,,"South Williamsburg","Pharmacy","28",40.708979,-73.961266,"314 Roebling St, Brooklyn, NY 11211","11211","Open",,"Yes","Yes","Mon-Thurs: 9am-5pm / Fri: 9am-3pm / Sat-Sun: Closed
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,"Surgical and medical supplies. Not a pharmacy.
",,,,,,
"Macri Park",224,"(718) 599-4999",,"https://www.instagram.com/macripark/","North Williamsburg","Bar","17",40.714311,-73.951433,"462 Union Ave.","11211","Closed",,,,,"2020-05-06T16:52:59.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,"Temporary",
"Madre",225,"718) 389-8700",,"https://www.instagram.com/madre_nyc/","Greenpoint","Restaurant","2",40.733063,-73.957818,"214 Franklin St","11222","Open",,"Yes","No",,"2020-08-26T00:32:18.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location",,"Donation link last checked 9/7/20
","https://www.gofundme.com/f/room11staffdonation","American","Street Seating",,,
"Magazine",226,,,"https://www.instagram.com/magazinebk666/?hl=en","Greenpoint","Bar","6",40.729364,-73.957307,"130 Franklin Street","11222","Closed",,"Yes","No","Daily: 2pm-11pm
","2020-10-02T19:11:40.000Z","2020-05-03T01:54:53.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","Kitchen available until 10pm.
","Donation Link Last Checked 9/7/20 AR
Closed as a result of Covid - landlord refused to negotiate. Last day of service 9/27/20 -AR
","https://www.gofundme.com/f/help-the-magazine-bar-staff","Cajun,Restaurant","Backyard/Open Space,Street Seating",,"Permanent: Covid",
"Magdalene",227,"347-689-2988",,"https://www.instagram.com/magdalenenyc/","East Williamsburg","Restaurant","25",40.712521,-73.948894,"524 Lorimer St.","11211","Open",,"Yes","Yes","Daily: 12pm-11pm
","2020-06-23T00:27:51.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Location","Delivery on Ubereats, Grubhub, Seamless, DoorDash, and Caviar and phone in orders for pick up.
",,,"Mediterranean,Middle Eastern",,,,
"Maison Premiere
",228,"347 335 0446",,"https://www.instagram.com/maisonpremiere/","South Williamsburg","Restaurant","27",40.714259,-73.961651,"298 Bedford Ave., Brooklyn, NY 11211","11211","Closed",,,,,"2020-05-06T16:52:59.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,"Donation Link Last Checked 6/29/20
","https://www.gofundme.com/f/friends-of-maison-premiere","Seafood",,,"Permanent: Covid",
"Maman",229,"(347) 689-9195",,"https://www.instagram.com/_mamannyc_/","Greenpoint","Bakery","4",40.730221,-73.957915,"80 Kent St, Brooklyn, NY 11222","11222","Open",,"Yes",,"Mon-Fri: 8am-5pm/Sat-Sun: 9am-5pm
","2020-07-16T22:59:55.000Z","2020-04-30T05:24:17.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","
","Donation Link Last Checked: 9/7/20
","https://www.gofundme.com/f/maman-staff-relief-fund","Coffee Shop","Street Seating",,,
"Manhattan Three Decker",230,"(718) 389-6664",,,"Greenpoint","Restaurant","7",40.72528,-73.9518,"695 Manhattan Avenue","11222","Open",,"Yes","Yes","Daily: 7am-5pm
","2020-05-14T16:01:07.000Z","2020-05-03T18:49:05.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission",,,,"Diner",,,,
"Markowa Apteka Pharmacy",231,"(718) 389-0389","markowapharmacy@gmail.com","https://www.markowaapteka.com/","Greenpoint","Pharmacy","6",40.728528,-73.953743,"831 Manhattan Ave, Brooklyn, NY 11222","11222","Open",,"Yes",,"Mon-Sat: 10am-8pm
","2020-05-07T18:53:06.000Z","2020-04-29T00:34:13.000Z",,"North Brooklyn Neighbors",,,,,,,,
"Martha's Country Bakery ",232,"(718) 599-0900",,"marthascountrybakery.com","South Williamsburg","Bakery","27",40.714889,-73.960536,"263 Bedford Ave, Brooklyn, NY 11211","11211","Open",,"Yes","Yes","Daily: 8am-11pm
","2020-05-13T20:31:16.000Z","2020-05-01T03:43:34.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Order on their website (263 Bedford Ave. location only)
",,,,,,,
"Martha's Country Bakery ",233,"(718) 599-0900",,"marthascountrybakery.com","North Williamsburg","Bakery","15",40.718006,-73.957315,"175 Bedford Ave, Brooklyn, NY 11211","11211","Open",,"Yes","Yes","Daily: 8am-11pm
","2020-05-13T20:31:16.000Z","2020-05-01T03:51:37.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,,,,,,,
"Medicine Depot",234,"(718) 963-3923",,,"South Williamsburg","Pharmacy","31",40.705225,-73.944337,"86 Manhattan Ave, Brooklyn, NY 11206","11206","Open",,"Yes","Yes","Mon-Sat: 10am-5pm
","2020-10-15T17:57:03.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,,
"Medly Pharmacy",235,"(718) 782-7539","Hello@medlypharmacy.com","https://www.medlypharmacy.com/","East Williamsburg","Pharmacy","22",40.704819,-73.942463,"104 Graham Ave, Brooklyn, NY 11206","11206","Open",,"Yes","Yes","Mon-Fri: 8am-8pm / Sat: 9am-6pm
","2020-05-07T18:53:16.000Z","2020-04-29T00:34:13.000Z",,,"Delivery until 10pm
","<https://www.facebook.com/MedlyPharmacy/>
",,,,,,
"Mekelburg's",236,"929-457-6676",,"https://www.mekelburgs.com/meksdirect-williamsburg","South Williamsburg","Grocery Store","27",40.713431,-73.966624,"319 Kent Ave.","11249","Open",,"Yes","Yes","Daily: 9am-10pm
","2020-05-13T20:33:38.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"Limited area for delivery.
","Grocery store open for take out. Some prepared foods on Caviar and Postmates. Groceries, hot food, booze for delivery (limited area). Call to order, Menu here: <https://www.mekelburgs.com/meksdirect-williamsburg>
",,"American",,,,
"Mesa Coyoacan",237,"718-782-8171",,"https://www.instagram.com/mesacoyoacannyc/","East Williamsburg","Restaurant","18",40.715526,-73.944271,"372 Graham Ave.","11211","Open",,"Yes","Yes","Mon-Fri: 1pm-10pm / Sat-Sun: 12pm-10pm
","2020-06-23T00:07:58.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"Takeout or delivery via Caviar or Doordash, or calling. They ask you to pick up if you can so more money goes to the restaurant itself
","Donation link last checked 9/7/20
","https://www.gofundme.com/f/krnyc6-help-the-employees-of-mesa-coyoacan","Mexican",,,,
"Met Foodmarket",238,"(718) 389-6429",,,"Greenpoint","Grocery Store","10",40.722902,-73.943809,"131 Driggs Avenue, Brooklyn, NY 11222","11222","Open","SENIORS: Mon-Sun: 8am-8:30 am",,,"Mon-Sat: 8:30am-7pm / Sun: 8:30am-6pm
","2020-05-18T21:21:03.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission Update",,,,"Supermarket",,,,
"Metro Community Laundromat",239,"718-384-6757",,"https://metropolitanlaundromat.com/","North Williamsburg","Laundromat","17",40.714246,-73.950282,"561 Metropolitan Avenue, Brooklyn, NY 11211","11211",,,"Yes","Yes","Mon-Fri: 8am-9pm Sat-Sun: 9am-7pm
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Metropolitan",240,"(718) 599-4444",,"https://www.instagram.com/metropolitan_bk/","South Williamsburg","Bar","25",40.713621,-73.949496,"559 Lorimer Street","11211","Closed",,,,,"2020-06-29T18:56:49.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Currently closed, but check Instagram for virtual show listings.
","Business confirmed on Instagram 10/4/20 still temporary closure -AR
",,,,,"Temporary",
"MetroUrgicare",241,"(718) 638-7682",,"https://www.metrourgicare.com/location/ny/brooklyn/11211","East Williamsburg","Health and Wellness","20",40.712988,-73.943888,"308 Graham Avenue, Brooklyn, NY 11211","11211","Follow-up",,,,,"2020-05-01T23:58:14.000Z","2020-05-01T23:54:57.000Z",,,,"Online appointments not currently available.
",,,,,,
"Milk and Roses ",242,"718-389-0160",,"https://www.instagram.com/milkandrosesbistro/","Greenpoint","Restaurant","1",40.736412,-73.955045,"1110 Manhattan Ave.","11222","Open",,"Yes","No","Mon-Thurs: 12pm-11pm/Fri: 12pm-12am/Sun: 10am-10pm
","2020-07-09T18:34:42.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","
",,,"Coffee Shop","Backyard/Open Space",,,
"Misi",243,"347-566-3262",,"https://www.instagram.com/misinewyork/","South Williamsburg","Restaurant","28",40.713431,-73.966624,"329 Kent Ave.","11249","Open",,"Yes","No","Thurs-Sun
","2020-06-29T19:26:47.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Pre-order on their website: <https://www.mpnewyork.nyc/> and pickup Thursday-Sunday
","
",,"Italian",,,,
"Mittman Pharmacy",244,"(718) 384-2387",,,"South Williamsburg","Pharmacy","26",40.71107,-73.957697,"167 Havemeyer St # A, Brooklyn, NY 11211","11211","No Answer",,,,,"2020-04-30T17:23:41.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Modern Love",245,"(929) 298-0626",,"https://www.instagram.com/modernlovebrooklyn/","South Williamsburg","Restaurant","30",40.709799,-73.951229,"317 Union Ave.","11211","Open",,,,"Tues-Sun: 12pm-9:30pm
","2020-08-26T00:34:25.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,,,"Vegan","Sidewalk Seating,Street Seating",,,
"ModernMD Urgent Care",246,"(646) 604-8120",,"https://modernmduc.com/urgent-care-williamsburg-brooklyn-ny/","East Williamsburg","Health and Wellness","22",40.703336,-73.94222,"68 Graham Ave, Brooklyn, NY 11206","11206","Open",,,,"Mon-Fri: 8am-8pm / Sat-Sun: 8:30am-6:30pm
","2020-05-06T15:43:22.000Z","2020-05-01T23:37:15.000Z",,"Website (updating for Covid)",,,,,,,,
"Moe's Doughs",247,"(718) 349-1216",,"https://moesdoughsdonutshop.netwaiter.com/greenpoint/about/","Greenpoint","Bakery","12",40.724354,-73.948469,"126 Nassau Ave, Brooklyn, NY","11222","Open",,"Yes","Yes","Mon-Fri: 6am-8pm / Sat-Sun: 7am-8pm
","2020-05-13T20:41:26.000Z","2020-05-01T02:01:40.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Takeout as well as delivery via UberEats
",,,,,,,
"Mom & Pop's Organic Market",248,"(718) 389-7912",,,"Greenpoint","Grocery Store","6",40.729903,-73.954392,"889 Manhattan Avenue, Brooklyn, NY 11222","11222","Open",,,,"Daily, 24 hours
","2020-05-06T18:03:08.000Z","2020-04-29T00:34:13.000Z",,"Location",,,,,,,,
"Mombucha",249,"(718) 395-7261","info@mombucha.com","https://www.instagram.com/mombucha/","Greenpoint","Other","1",40.737571,-73.954732,"37 Box St.","11222","Open",,"No","Yes","Deliveries on Wednesdays
","2020-09-13T18:50:04.000Z","2020-04-29T01:52:36.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Deliveries on Wednesdays of 12oz & 32oz kombucha. Bottles are returnable for a 10% discount. Order on their site. 25% off for medical, agricultural and service workers, use code HEROS.
",,,,,,,
"Monger's Palate",250,"718-383-0612",,"https://www.instagram.com/mongerspalate","Greenpoint","Restaurant","11",40.723052,-73.946039,"192 Driggs Ave., Brooklyn, NY 11222","11222","Open",,"Yes","Yes","Daily: 11am-7pm
","2020-05-06T16:52:59.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Open for grocery takeout. Delivery available via Mercato. Call for pickup.
",,,"Cheese Shop",,,,
"Montesacro",251,"347-916-1062",,"https://www.instagram.com/montesacrobk/","South Williamsburg","Restaurant","25",40.713379,-73.951282,"432 Union Ave.","11211","Open",,"Yes","Yes","Daily: 2pm-10pm
","2020-05-06T16:52:59.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"Takeout or Delivery via Caviar - <https://www.montesacrobk.com/>
",,,"Italian",,,,
"Mount Sinai Doctors",252,"(718) 218-0450",,"https://www.mountsinai.org/locations/msd-williamsburg?utm_source=Yext&utm_medium=local_listing&utm_campaign=BIMG","North Williamsburg","Health and Wellness","15",40.718512,-73.958319,"135 N 7th St, Brooklyn, NY 11211","11211","Open",,,,"Mon-Fri: 8am-5pm 
","2020-05-06T15:43:22.000Z","2020-05-01T23:47:51.000Z",,"App/Site (Patient)",,"We schedule appointments in advance and accept walk-ins. For scheduling appointments by phone, you can either call our office or send a text message. To schedule by text message, text “Hello” to 474-624 on weekdays between the hours of 9:00 am and 5:00 pm. 
",,,,,,
"Mr. Berry",253,"(347) 599-1162",,,"Greenpoint","Grocery Store","6",40.73001,-73.953888,"892 Manhattan Avenue, Brooklyn NY ","11222","Open",,,,,"2020-05-22T20:11:08.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location",,"Currently not offering juice bar
",,,,,,
"Mr. Plum",254,"(718) 349-2321",,,"Greenpoint","Grocery Store","12",40.724595,-73.950944,"658 Manhattan Avenue, Brooklyn NY ","11222","Open",,,,,"2020-05-22T20:11:19.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location",,"Currently not offering juice bar
",,,,,,
"Muddy Paws",255,"718-349-3647","muddypawsny@gmail.com","http://muddypawsny.com/","East Williamsburg","Pet Supplies","16",40.718565,-73.945287,"447 Graham Ave., Brooklyn, NY 11211","11211","Open",,"Yes","No","Daily: 11am-8pm
","2020-05-14T20:21:05.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}",,,,,,,,,
"Murawski Pharmacy",256,"(718) 389-7600",,,"Greenpoint","Pharmacy","12",40.723896,-73.950042,"94 Nassau Ave, Brooklyn, NY 11222","11222","Open",,"Yes","Yes","Mon-Fri: 9am-7pm / Sat: 9am-6pm / Sun: 10am-4pm
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,"Location/Phone","Local delivery & shipping
",,,"Shipping Services/Postal Office",,,,
"My Two Dogs",257,"718-963-0400",,"http://www.mytwodogsinc.com/","East Williamsburg","Other","31",40.7056446,-73.9456356,"134 Boerum Street","11206","Open",,,,"Tues-Fri: 9am-6pm/Sat: 8am-6pm
","2020-10-05T19:11:48.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Website","Dog grooming services
","
",,,,,,
"Naked Dog ",258,"929-337-8096",,"https://www.instagram.com/nakeddogbk/","Greenpoint","Restaurant","4",40.731327,-73.959357,"47 Java St., Brooklyn, NY 11222","11222","Open",,"Yes","Yes","Daily: 4pm-10pm
","2020-09-17T19:39:48.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","Pickup or delivery via Caviar, Seamless or Grubhub
",,,"Italian","Street Seating",,,
"Napoli Bakery",259,"(718) 384-6945",,"instagram.com/napolibakery_brooklyn","South Williamsburg","Bakery","25",40.713894,-73.948459,"616 Metropolitan Avenue","11211","Open",,"Yes","No","Daily: 6:30am-7:30pm
","2020-10-12T23:59:38.000Z","2020-05-01T04:08:31.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Offering curbside service. Call for orders.
",,,"Sandwich",,,,
"Nassau Laundry Center",260,"718-389-8115",,,"Greenpoint","Laundromat","11",40.724315,-73.948527,"124 Nassau Ave., Brooklyn, NY 11222","11222",,,,,,"2020-04-29T01:29:25.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Nick + Son's Bakery",261,,,"https://www.instagram.com/nickandsonsbakery/","South Williamsburg","Bakery","25",40.710842,-73.947343,"205 Leonard St, Brooklyn NY 11206","11206","Open",,"Yes","No","Thurs-Sun: 8am-1pm
","2020-05-18T21:23:06.000Z","2020-05-01T03:53:43.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Instagram","Order in advance on their website for pickup (orders go live at 2pm the day before): <https://www.nickandsonsbakery.com/> Subscriptions also available.
",,,,,,,
"Night of Joy",262,,,"https://www.instagram.com/nightofjoy/","North Williamsburg","Bar","16",40.717023,-73.950012,"667 Lorimer Street","11211","Open",,"Yes","No","Wed-Fri: 5pm-12am/Sat-Sun: 4pm-12am
","2020-08-30T21:56:37.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,,,,"Backyard/Open Space,Sidewalk Seating",,,
